[compile] four-rank GABLS1 y-slab ready in 13.045s
step=40700 time=7.8487/9h CFL=0.7000 CFLnu=0.0556 divL2=2.008e-04 Q0=-1.033e-02 theta_budget=7.174e-08
step=40800 time=7.8662/9h CFL=0.7000 CFLnu=0.0561 divL2=2.008e-04 Q0=-1.008e-02 theta_budget=7.303e-08
step=40900 time=7.8837/9h CFL=0.7000 CFLnu=0.0560 divL2=2.027e-04 Q0=-1.017e-02 theta_budget=4.239e-08
step=41000 time=7.9010/9h CFL=0.7000 CFLnu=0.0632 divL2=2.013e-04 Q0=-1.039e-02 theta_budget=2.917e-08
step=41100 time=7.9180/9h CFL=0.7000 CFLnu=0.0470 divL2=1.990e-04 Q0=-1.009e-02 theta_budget=3.704e-08
step=41200 time=7.9351/9h CFL=0.7000 CFLnu=0.0529 divL2=2.018e-04 Q0=-1.055e-02 theta_budget=9.606e-08
step=41300 time=7.9522/9h CFL=0.7000 CFLnu=0.0634 divL2=1.991e-04 Q0=-1.122e-02 theta_budget=1.964e-08
step=41400 time=7.9694/9h CFL=0.7000 CFLnu=0.0472 divL2=1.996e-04 Q0=-1.104e-02 theta_budget=8.942e-09
step=41500 time=7.9866/9h CFL=0.7000 CFLnu=0.0479 divL2=1.992e-04 Q0=-1.094e-02 theta_budget=1.111e-07
step=41600 time=8.0034/9h CFL=0.7000 CFLnu=0.0558 divL2=1.991e-04 Q0=-1.068e-02 theta_budget=8.170e-08
step=41700 time=8.0203/9h CFL=0.7000 CFLnu=0.0613 divL2=1.986e-04 Q0=-1.081e-02 theta_budget=3.596e-08
step=41800 time=8.0370/9h CFL=0.7000 CFLnu=0.0551 divL2=2.002e-04 Q0=-1.097e-02 theta_budget=3.387e-09
step=41900 time=8.0535/9h CFL=0.7000 CFLnu=0.0609 divL2=1.983e-04 Q0=-1.155e-02 theta_budget=1.984e-07
step=42000 time=8.0701/9h CFL=0.7000 CFLnu=0.0623 divL2=1.981e-04 Q0=-1.179e-02 theta_budget=1.036e-07
step=42100 time=8.0865/9h CFL=0.7000 CFLnu=0.0499 divL2=1.972e-04 Q0=-1.156e-02 theta_budget=4.474e-09
step=42200 time=8.1028/9h CFL=0.7000 CFLnu=0.0568 divL2=1.982e-04 Q0=-1.129e-02 theta_budget=3.818e-08
step=42300 time=8.1190/9h CFL=0.7000 CFLnu=0.0590 divL2=1.995e-04 Q0=-1.110e-02 theta_budget=4.622e-08
step=42400 time=8.1350/9h CFL=0.7000 CFLnu=0.0545 divL2=1.987e-04 Q0=-1.157e-02 theta_budget=1.325e-08
step=42500 time=8.1511/9h CFL=0.7000 CFLnu=0.0612 divL2=1.976e-04 Q0=-1.199e-02 theta_budget=1.011e-07
step=42600 time=8.1672/9h CFL=0.7000 CFLnu=0.0581 divL2=1.975e-04 Q0=-1.268e-02 theta_budget=3.408e-08
step=42700 time=8.1829/9h CFL=0.7000 CFLnu=0.0552 divL2=1.961e-04 Q0=-1.315e-02 theta_budget=7.958e-08
step=42800 time=8.1988/9h CFL=0.7000 CFLnu=0.0585 divL2=1.942e-04 Q0=-1.382e-02 theta_budget=2.831e-08
step=42900 time=8.2146/9h CFL=0.7000 CFLnu=0.0636 divL2=1.953e-04 Q0=-1.445e-02 theta_budget=6.433e-08
step=43000 time=8.2309/9h CFL=0.7000 CFLnu=0.0507 divL2=1.982e-04 Q0=-1.412e-02 theta_budget=3.747e-08
step=43100 time=8.2473/9h CFL=0.7000 CFLnu=0.0606 divL2=1.983e-04 Q0=-1.375e-02 theta_budget=6.449e-08
step=43200 time=8.2633/9h CFL=0.7000 CFLnu=0.0647 divL2=1.995e-04 Q0=-1.347e-02 theta_budget=1.106e-07
step=43300 time=8.2789/9h CFL=0.7000 CFLnu=0.0501 divL2=1.996e-04 Q0=-1.312e-02 theta_budget=4.789e-09
step=43400 time=8.2951/9h CFL=0.7000 CFLnu=0.0605 divL2=1.991e-04 Q0=-1.319e-02 theta_budget=2.197e-09
step=43500 time=8.3113/9h CFL=0.7000 CFLnu=0.0560 divL2=1.987e-04 Q0=-1.304e-02 theta_budget=2.851e-08
step=43600 time=8.3276/9h CFL=0.7000 CFLnu=0.0568 divL2=2.009e-04 Q0=-1.273e-02 theta_budget=3.639e-08
step=43700 time=8.3443/9h CFL=0.7000 CFLnu=0.0558 divL2=2.002e-04 Q0=-1.264e-02 theta_budget=8.028e-08
step=43800 time=8.3610/9h CFL=0.7000 CFLnu=0.0689 divL2=1.961e-04 Q0=-1.229e-02 theta_budget=9.858e-08
step=43900 time=8.3777/9h CFL=0.7000 CFLnu=0.0562 divL2=1.981e-04 Q0=-1.221e-02 theta_budget=6.856e-08
step=44000 time=8.3946/9h CFL=0.7000 CFLnu=0.0509 divL2=1.978e-04 Q0=-1.194e-02 theta_budget=1.716e-07
step=44100 time=8.4116/9h CFL=0.7000 CFLnu=0.0551 divL2=1.976e-04 Q0=-1.171e-02 theta_budget=1.723e-07
step=44200 time=8.4291/9h CFL=0.7000 CFLnu=0.0489 divL2=1.950e-04 Q0=-1.162e-02 theta_budget=1.384e-08
step=44300 time=8.4469/9h CFL=0.7000 CFLnu=0.0481 divL2=1.969e-04 Q0=-1.168e-02 theta_budget=2.130e-08
step=44400 time=8.4650/9h CFL=0.7000 CFLnu=0.0537 divL2=1.943e-04 Q0=-1.157e-02 theta_budget=4.163e-08
step=44500 time=8.4832/9h CFL=0.7000 CFLnu=0.0506 divL2=1.935e-04 Q0=-1.131e-02 theta_budget=1.931e-08
step=44600 time=8.5015/9h CFL=0.7000 CFLnu=0.0522 divL2=1.934e-04 Q0=-1.121e-02 theta_budget=4.901e-08
step=44700 time=8.5196/9h CFL=0.7000 CFLnu=0.0680 divL2=1.920e-04 Q0=-1.112e-02 theta_budget=2.140e-07
step=44800 time=8.5379/9h CFL=0.7000 CFLnu=0.0521 divL2=1.922e-04 Q0=-1.115e-02 theta_budget=3.270e-08
step=44900 time=8.5564/9h CFL=0.7000 CFLnu=0.0634 divL2=1.942e-04 Q0=-1.132e-02 theta_budget=7.433e-08
step=45000 time=8.5747/9h CFL=0.7000 CFLnu=0.0584 divL2=1.959e-04 Q0=-1.152e-02 theta_budget=5.892e-08
step=45100 time=8.5926/9h CFL=0.7000 CFLnu=0.0623 divL2=1.968e-04 Q0=-1.160e-02 theta_budget=1.233e-07
step=45200 time=8.6104/9h CFL=0.7000 CFLnu=0.0648 divL2=1.977e-04 Q0=-1.168e-02 theta_budget=5.927e-09
step=45300 time=8.6279/9h CFL=0.7000 CFLnu=0.0625 divL2=1.980e-04 Q0=-1.183e-02 theta_budget=4.842e-08
step=45400 time=8.6454/9h CFL=0.7000 CFLnu=0.0638 divL2=1.961e-04 Q0=-1.247e-02 theta_budget=7.238e-08
step=45500 time=8.6627/9h CFL=0.7000 CFLnu=0.0512 divL2=1.965e-04 Q0=-1.213e-02 theta_budget=8.694e-08
step=45600 time=8.6804/9h CFL=0.7000 CFLnu=0.0536 divL2=1.985e-04 Q0=-1.207e-02 theta_budget=5.417e-08
step=45700 time=8.6981/9h CFL=0.7000 CFLnu=0.0594 divL2=2.008e-04 Q0=-1.165e-02 theta_budget=4.625e-08
step=45800 time=8.7159/9h CFL=0.7000 CFLnu=0.0446 divL2=2.027e-04 Q0=-1.124e-02 theta_budget=1.264e-07
step=45900 time=8.7334/9h CFL=0.7000 CFLnu=0.0621 divL2=2.015e-04 Q0=-1.163e-02 theta_budget=3.610e-08
step=46000 time=8.7512/9h CFL=0.7000 CFLnu=0.0683 divL2=1.997e-04 Q0=-1.224e-02 theta_budget=9.615e-08
step=46100 time=8.7692/9h CFL=0.7000 CFLnu=0.0664 divL2=1.986e-04 Q0=-1.240e-02 theta_budget=3.090e-08
step=46200 time=8.7871/9h CFL=0.7000 CFLnu=0.0521 divL2=1.970e-04 Q0=-1.215e-02 theta_budget=6.948e-08
step=46300 time=8.8049/9h CFL=0.7000 CFLnu=0.0467 divL2=1.975e-04 Q0=-1.194e-02 theta_budget=1.339e-07
step=46400 time=8.8226/9h CFL=0.7000 CFLnu=0.0626 divL2=1.986e-04 Q0=-1.203e-02 theta_budget=1.505e-08
step=46500 time=8.8406/9h CFL=0.7000 CFLnu=0.0620 divL2=1.978e-04 Q0=-1.168e-02 theta_budget=1.093e-07
step=46600 time=8.8586/9h CFL=0.7000 CFLnu=0.0584 divL2=1.992e-04 Q0=-1.137e-02 theta_budget=9.574e-09
step=46700 time=8.8766/9h CFL=0.7000 CFLnu=0.0610 divL2=1.995e-04 Q0=-1.135e-02 theta_budget=5.131e-08
step=46800 time=8.8946/9h CFL=0.7000 CFLnu=0.0559 divL2=1.975e-04 Q0=-1.127e-02 theta_budget=3.568e-08
step=46900 time=8.9125/9h CFL=0.7000 CFLnu=0.0485 divL2=1.976e-04 Q0=-1.130e-02 theta_budget=7.878e-08
step=47000 time=8.9303/9h CFL=0.7000 CFLnu=0.0528 divL2=1.956e-04 Q0=-1.130e-02 theta_budget=6.088e-08
step=47100 time=8.9478/9h CFL=0.7000 CFLnu=0.0518 divL2=1.970e-04 Q0=-1.117e-02 theta_budget=6.807e-08
step=47200 time=8.9656/9h CFL=0.7000 CFLnu=0.0523 divL2=1.978e-04 Q0=-1.107e-02 theta_budget=1.789e-08
step=47300 time=8.9836/9h CFL=0.7000 CFLnu=0.0529 divL2=1.971e-04 Q0=-1.076e-02 theta_budget=5.166e-08
step=47392 time=9.0000/9h CFL=0.2068 CFLnu=0.0170 divL2=1.960e-04 Q0=-1.062e-02 theta_budget=1.486e-07
{
  "amd_coefficient": 0.212,
  "boundary_layer_height": 214.76711988521484,
  "compilation_s": 13.044858374996693,
  "end_time_hours": 9.0,
  "friction_velocity": 0.2708141083111528,
  "jet_height": 162.39754098360655,
  "jet_speed": 9.219953740229371,
  "max_cfl": 0.7058595418930054,
  "max_diffusive_cfl": 0.20301659405231476,
  "max_divergence": 0.00020565390509114597,
  "max_scalar_budget_residual": 3.302814511521303e-07,
  "maximum_abs_w": 0.8319398506743009,
  "mp5_dissipation_strength": 1.0,
  "nx": 32,
  "ny": 32,
  "nz": 32,
  "obukhov_length": 112.36298783612537,
  "official_participants": 7,
  "parallel_layout": "1x4 y-slab",
  "parallel_processes": 4,
  "runtime_s": 15336.851395249992,
  "sample_count": 61,
  "scalar_amd_coefficient": 0.212,
  "schema": "jaxwind.gabls1.nonspectral-amd.v1",
  "sgs_model": "AMD",
  "solver": "non-spectral MAC + multi-host y-slab GMG/PCG",
  "stopped_early": "false",
  "surface_heat_flux": -0.011892535540534824
}
