z_m,u_m_s,v_m_s,w_upper_m_s,scalar,u_rms_m_s,v_rms_m_s,w_upper_rms_m_s,scalar_rms
978.0,9.243568372254483,0,0,0,0.1,0.1,0.013458070850712628,0
982.0,9.246017871100099,0,0,0,0.1,0.1,0.012241067519921635,0
986.0,9.248457412605855,0,0,0,0.1,0.1,0.011022220729388325,0
990.0,9.250887077398318,0,0,0,0.1,0.1,0.009801714032956084,0
994.0,9.253306945128722,0,0,0,0.1,0.1,0.008579731234444016,0
998.0,9.25571709448865,0,0,0,0.1,0.1,0.007356456359966773,0
1002.0,9.258117603225381,0,0,0,0.1,0.1,0.0061320736302208495,0
1006.0,9.260508548156931,0,0,0,0.1,0.1,0.004906767432741797,0
1010.0,9.26289000518682,0,0,0,0.1,0.1,0.003680722294135883,0
1014.0,9.265262049318514,0,0,0,0.1,0.1,0.002454122852291233,0
1018.0,9.267624754669612,0,0,0,0.1,0.1,0.0012271538285720009,0
1022.0,9.269978194485732,0,0,0,0.1,0.1,0.0,0
